rn,total_checkins
elpS_xeOX_S5obTwx55kjg,24.0
rMVi-Vn_mN_X9J1ZSl1lWA,90.0
khylDqXpc2hTpuEQ154ZNw,121.0
f5sSn5cO4t6mF_mdnzKkyA,29.0
iUFwE4oFs_JRVdqA3G7ICg,1.0
OwL4BM7GchsxBXxWrkmmqw,10.0
EgGdnaotJpPvxCFyZPJeUw,0.0
sKhDrZFCJqfRNylkHrIDsQ,1308.0
pr8Mha_nXhkONtwmj9ka4g,213.0
u3nwislXMKKwkpHAXAArbQ,1353.0
1aGNx-7cTXIeBCMVM8X0TQ,2.0
CVECSCW-7zDzjpIPxsew4g,189.0
wJ-961JWdVhJXhWQf4Jlcw,2043.0
oLbHJ_qJh78Kw4fhUw1HGg,26.0
G1lB2bUf1MT1FZT8TBy62g,65.0
tstimHoMcYbkSC4eBA1wEg,308.0
RHoFn4B0AfyqyWGYFqeSXA,257.0
yLTATolCkihuQ-TFaEPJkQ,41.0
pVOQoItV_JIOkhbVdQhEEQ,0.0
dakUSKq6Vp9X2Qvp54t4vQ,7.0
FcYAwxuOys7NtnUPhRkA_Q,62.0
HpK1ILGUm5W129toiRSsXw,704.0
P2l7s26bzzN_QgkWSVg3sw,0.0
xxYsX6Gj0-pj-kxKw092LQ,14.0
IyrDnrvUKpndj5zIv1KvGQ,474.0
jgtEoeE2uoA27J_UvbE20g,286.0
Rt_M67qJU8x4QGhdYwnkAQ,57.0
VA0GbpAN0qpa3bdHJ2a2iA,16.0
ANSdwcG2_tH5iHdOpokVpQ,0.0
T5UBAJt5Kod_wQGbH6m9hA,216.0
pbeRNz7IU9rBqDOJcJf6LQ,46.0
WCl3rZyr2fmNX6KJLsTg4A,172.0
QyyDWCG4Z7z6fHYFPQVFnw,86.0
RVUsquY9ozToz3Hhmohq4w,1528.0
c2l80imPWR8V6gIEM02XPg,47.0
PnSOaN7kg6S9fFHX9RCtMA,0.0
CLthP1yn32xlBswIbsLIjQ,92.0
WyyJdVQBFlPVITTmjgEhlQ,0.0
safPeH-s-P56V6wt6G0sFg,191.0
lOQPeguczAueJnLmDUTfGg,3245.0
dWJ7fG8Egp3Ips6j0T7Unw,70.0
kOt9Ci_i8O6m_aPXN8HXLQ,0.0
WP0M2cpWzhsMwk7kPtreRA,386.0
QTH_XGh4rWYdd0fTW-tUDw,22.0
OFNXLfKbnsh7zV6Iu3EbyA,181.0
Fyuotg1ShiQZLtV5Dmjakg,1.0
GtrKMt4SFqh7eBl2CKeOIQ,0.0
BEplfZTUzYwApjMUaOA12w,1083.0
l7BLw7-bKVD7fImtls4Lfw,117.0
U4ZvCExEi8Chtzu9IVrkCg,17.0
5VXlHFrYZZzj7zfZEsz5nQ,526.0
Nsi49BE_XsjJ0oOXwhH8hA,27.0
W5Qhm1Jfu6-4lCWHmUzVWQ,5.0
a6RZ3ampzMPiu0drkw9WWw,1.0
hb2u9dUQkbWYIHhXCiFsrg,1.0
TZ0sFZnJi1w4CM0IcA4T6w,8.0
iRFaq249LVEFGeXLzPULnQ,236.0
7PTQ-a8Fu4kxXccFvWWT-Q,9.0
e9gaoUQEws5tmQROZodZMg,7.0
t6ZIBNrQjvtwor8W-u3sUg,296.0
ai8nfTBNvL579cjIuqZajQ,177.0
b27YujiIUpypBuxX2nn0zw,912.0
24f5ie972m_bYpirVW-dZA,12.0
4I4OoW0tbaoG4I4D2spF3w,128.0
yvqcZrHixuf_oIUW83xUcQ,498.0
WY630Bgo202sOpiT57EN5g,4.0
bxQUVVI8LR5RmyTYYJq07A,75.0
R073RHVTWuUc_JabjD0bsA,224.0
hcEnLRdLcIZurxiYJ_h41w,1494.0
HuCwsy1S-iHm_ahDrOH8SQ,33.0
1ME-zOtZ9HApzJUOpR0-vQ,147.0
GyXSPlq4aj0Uxm-UJYnGCA,0.0
zYKblyjRDoiOum6NYuvZ6g,1428.0
pf3kPNPGA15kggbgL92UXg,116.0
OzcvQqt_copeLRCT2OHrfA,134.0
1LOr_-vGiVMNod08H9T-1w,10.0
uX9ZVa3k3-6Xf8mAU6aOiQ,0.0
S5FTckOpSK0_Ma4c18ZEgg,325.0
0G1y7uV7w1D2uziS4Lt_Dw,404.0
QuZ_QZbW6Th-SouyQyCJ2A,1.0
DsAZ2gzuGK9_wKzMiGqIjw,8.0
Sovgwq-E-n6wLqNh3X_rXg,2251.0
GWNmYFQw3WitfTPt5uGMvQ,162.0
XjsCGzq5P1pCiAHotA9HCw,8.0
Edc4OQns2A4lqs1KT3HE-A,24.0
6Na0jTJjX5GQY_ZJ53G02A,80.0
5FiuxRWs-indyk2Y9imkSg,191.0
uydiNFpCd1wUkLdRRQp3uw,31.0
_QvGAqMmrUIlxpby2Ul5Dg,533.0
euksvHm653hJMJBqzcvMzQ,74.0
qJ18IGaDsQtzJ6v2UzkdcQ,68.0
nz9_UOd2ZVuUhVYqA1FJEQ,0.0
5rPcuMOjSbKPuYzVLsstQQ,16.0
prHnRsgY-PuM7vxe8-RwEA,16.0
mIlQi6nZdFbEAjZuQ6pFfQ,248.0
f_vIr9vzQv0USejCvcawcg,0.0
VIxWlFefTnFQPkAvDNURjg,33.0
KhYA1VGwy1naIiIAvPfolw,12.0
oDcTa97TuRsNVg8urdw6qA,14.0
JJEx5wIqs9iGGATOagE8Sg,10.0
kUntNQ5P9IrRzEoHdRxV-w,130.0
v6QXg4TI84FKEkcYGTrcNw,970.0
d4qwVw4PcN-_2mK2o1Ro1g,2756.0
0CwhlQzyXG_7RqEu-2pMSQ,2.0
JECKrOvqJ_faoW_QxyeEAw,1.0
JA5GJINnaQQxKfoTUOBAOQ,120.0
lMvz9E-JO3pajoTLAh6O6w,0.0
EjYGxyksao-Jhw86tIAiYQ,10.0
pjoVN4XV_QDWoASXsOCZ5Q,226.0
GC5wcui5uejRZTi8OCNPkQ,456.0
uBCRRQJ4ukFaE_UyY6T1uQ,98.0
ksuxxeP_V73Y4iKPeLq77A,410.0
8RaBVWFkysjREG-1itH_pg,403.0
7tNY4BYLA4laqWNV4IWGQg,2729.0
5cbsjFtrntUAeUx51FaFTg,251.0
-0BxAGlIk5DJAGVkpqBXxg,446.0
fXSOxjL7FP_sVew1gXnOIw,478.0
y3RlbCN0UrDdLnjSF9NkXA,278.0
nKbuoq0Kqdv0tSLFJhwFVQ,1.0
4jUj7xHIhdHpTrb0ZXSToA,1205.0
gxn7NL4Pd52jAXKa0haaaA,0.0
5JxlZaqCnk1MnbgRirs40Q,159.0
HQBtr9-GtWE566ZoUNf5TA,5.0
Xww2E2ym5cWX3-91Ml5Bfw,205.0
kVqsDQRGxZXdJsH8LpEhww,10.0
ESd5nHXftmJ6s6Phxf8zYw,7.0
L7iOEZLuvd3vHoX8Efi_hw,0.0
_5YnAQRM1fJjKP8IenNKEA,825.0
cGHdjkXa2n9B2apkicdCXQ,963.0
c5TOGBUCCUUNBPM7h_KbmQ,889.0
SEjyjYlMfFFzkHaru6JadA,836.0
Hn5UPOrE3VN7r8k4cBS1ug,108.0
MD2lokfrZ-2NlDMkKbgEPA,40.0
ifHBH2gZS_feI6JlFbGFfQ,854.0
ZMjNpbMvDWEUCqn1l1F3aA,27.0
fq6qlXprwSzSUr0RKE_0rA,26.0
zXR-C_clfbCksI0cIDrl4g,232.0
UVqelOc_xJwy6lfnOhiCLQ,68.0
reMD4XrJSJ-bQ185AmZL3A,109.0
CmBnas2zg5JyigmXclc4JQ,7.0
2QbWs3zL31_pRN2xo3obwA,0.0
aDSSDo6IFnogUnBQKL5-lw,1.0
Mufm5Fot_GS2wNx2TpLfcg,1.0
HUKbH7r9TBJPri6LJbBKtw,138.0
SEeFkKq1Y__OQiPMQykG7Q,27.0
X26lmoKvv_KvW6WcAvWvrA,161.0
1skTxDMBQSpElbLfhBgmVQ,15.0
QWrSZtFD8vRVeXZjInRZ9A,0.0
YzuWj3u9BZRpxNmd1Cv3QA,3653.0
XdhJ7PjfMjBmZwvKikWlkA,17.0
eppng2FiFAJa1CZBDX6mbQ,11.0
9iNZ2o5jt-zpdMoAOgd7_g,16.0
U3ShrvhAFpv5mfT6z07eGw,139.0
Cj13NDs_jWzU00Lx14F9OQ,1345.0
jNhxnj9j_spThcSzJMaeTw,4.0
zk6V9L20h4kDDj_dO9IitQ,327.0
uRbuizm1j_9gTRMJJaev0w,4.0
IZrGUQHkxOxyDmifE6p7bw,441.0
Gdv3qhsDeQzZ2Ag-Tzq6vA,536.0
JGt8I1xjA-2amBuXwXJPIw,0.0
0oMs2QdhuLW3wYIJIi0wcw,1512.0
ROZCc1XMuAJpyhvTxotQ6w,4.0
oaap_zKAxkrlTBwF3onmXw,67.0
p2nstdjiVQyz312Zz5u3DQ,10.0
60zmhS-MTHrhKIXxhSWJ4g,1080.0
TAOTaNgsRs5bFeQhj3z1wA,17.0
GmwpYbZBpKn6K5SuQffT6A,613.0
bgx6gYdktqEoQwBdo5lRbA,197.0
S-oIZWzHhTRF3iqqQMvYoA,430.0
MMfVS56z0AZXbO3C9vHbVg,8.0
tNky09c0HBYiHxizht0gCQ,476.0
r8Jr-7YfkhJL2nxk9lxUNg,1137.0
Q-HDnjHCywb65thAB-f0nw,8.0
9jktc8BXDYkdr64L3Q0CyQ,72.0
dhoyGQK6mEZG2gnlm9iz5w,0.0
QC9bLPcNk6ymAOHf03pHhQ,169.0
IUm5jbVbC49gAI-q2KrZLA,898.0
7HIa2lYy5jgcZuADlRjKSg,2605.0
txeee1LquHOaroqXodi4UQ,3.0
lXCmTGagqHuPgaeN2g2P1Q,2.0
9V9RlgqqnPFQJfF_e9Lnmw,191.0
8WReyPgDDzak50NJxoWZPw,665.0
ySBvgchqN-sJmvUQVcTpnw,52.0
McQsl_USMy6kfUz9J02Tdg,113.0
2zrBUJJG1FqZ3X03w-OqIA,594.0
pdeTqMHy2YUkFzWxvP1huw,176.0
cM4R0NNWdS2NSZga7bxCRQ,2.0
l5NUIeAo6Fk-Vx4nm3Xqfg,96.0
ho08r5RNItiD2iKgEeocIA,2080.0
j-QJq-qiZU_6iRQ1a2innQ,277.0
I22wQGTkLFGn6jTOhwoecQ,262.0
NFOj3uboFzeNF5X-dWUd_w,61.0
ZzZjqBtd5PdwsyKetryDMA,170.0
2IvrdAb6zdxr3ZqplqJHbg,1256.0
fAo-3jt3oD69nwnr5M6FLQ,299.0
oUso4QWH1OAXboD8IMjpFQ,20.0
S6V63OzrCaj22BQJeKBDCw,93.0
IeJWawvw4oAb9EjAP-W5hA,104.0
Kvm-YTwOrexgqxZ25CRi-w,36.0
9M0cQtHWkLNhGxPYt1qakA,5.0
SktLID5_ywSlgVE-h3NB3Q,106.0
UNVYKGIq6jwcAnP1sT7jgg,1.0
yi9725wjRYYEoF-xE47_ig,33.0
DM8j5g9k28vEOTM0kz4KVA,58.0
_Kd0kQ8RF70hJ1ykLqCRyQ,1569.0
vLO7WdSy53qYHXl_PiRf1w,0.0
yx52nzTjYnc_cHu4_SkH1w,0.0
89Nhx37ddA8isjGnOQaGVw,55.0
kYvZZ_aKaKLQKeyms74T2Q,1356.0
ZsKWULhwwB61RHzCrb1i9A,49.0
I01C9Xg_SVyMrQSGIGeQ-g,520.0
QnTFXSKoKgwVNwkl1ANTwA,0.0
xw6G0T2VQZAtta6RcZoAOQ,1161.0
H8p7tEvUmJ2sTxxdmxnrMg,74.0
WQThS_07NZDydLPoDqhBIg,809.0
jvUeGNTr7M-FRyozqKRZzQ,42.0
RDQpH7J6PBpVzE9pNDKcoA,19.0
cIRhIB0bXGYRijNMdOMomw,300.0
1rULAY9Q_mfZIZtPhgqnmw,344.0
WIvzaGdl-leuDb5TNtiNFg,5.0
AM4KZN8Vk6DP4Q4qlwmptw,215.0
4OUGSeQeASZGn9nSb8Ialg,522.0
szL4LjaGZpmsLjQ5ALmaQA,2492.0
gdtZA3sVQ5Hk-3oPBArdLA,715.0
zPV9RXr2U_TejaJfgBdaGQ,3.0
RDw-K8fjs5Mporlq2KqTUg,2751.0
ujBk7cdEvo5FkD1e0Gzq1Q,23.0
jv1sbEWUJRHeUff1xZtqWg,295.0
GdE5ZF7XMDyjwBVB_5qszA,111.0
8S0WItfiVK24ys48FhcSsg,13.0
ROAhwL6lyogjyD3BdmFzYA,1.0
b7Y4dIggAacPum1tF3NpKg,226.0
0M7rIhQLKD-j2XSnKgt2ng,27.0
eHgxuooEDnjsmmckxPcKHQ,18.0
SnZhLM5l_xonNL6FUNlUhA,2.0
AES2bv2pf2jIL5c2qVQ33w,52.0
oQwadWTYQWahuj9N-68yPA,9.0
KaDyTnmoVLZ1cabVpsiADQ,216.0
4uerljz19miXeBR8E4urYw,131.0
MAuSh7NKoT__CQ4BumoayA,1279.0
9Y0dDkFEe_spzPqccq2hIw,1.0
2ZZmVT4Y8Rk3OIzu18PvFQ,0.0
yWe4rieG7ifkzmbKW9vnjg,2.0
FTDle9JjFPesq9A0RwP5Ig,232.0
Y3A6yImuMDv7lrWrrQzeoQ,692.0
pi1UM_U1hq-DwDYqQRK1Wg,0.0
U9aA5H13y7t9xWnoQslV0Q,1319.0
u_yEzg8t42Yd8qT2yV7OrA,19.0
QQnEZAmD_ezxMJ8Cavnu3w,9.0
T3ZpXgSw7eo4cxl7Op7G7w,15.0
HtG4De1Xlv0I4igSgEEEPg,5.0
cdsxkycC_xrXlOdsm5yZUw,0.0
A4GjSb9NhUKGUoyyGHNwYQ,0.0
0nyzmtzkjJm_AqkEMuKKlw,0.0
pN3UbQ1n4WVli-kfFDfWug,0.0
eRjcli4nDHRwhByViUz9Ow,103.0
h0Wmyzb8q0bXbrqmWqVvfQ,60.0
7KkgMcbVaetryW1wwpzvvA,684.0
JdoBiBRgeS_KKaNaU1sofA,123.0
vHt0CSynqesXox-9nBj7uA,409.0
yNb_PHvkAMGA0NU25L-kgg,0.0
BIbjBxoiJLS8CnNsSP64TQ,117.0
NbjeMaUoYT_XUB8PWnwLkw,0.0
j4Ms51MtI4arORwaICNfCw,2.0
oH6QAuoTLFaX97oqqpLTMg,290.0
ORBAhrzLIjIsDtbpl7BjeA,3.0
LNYqgenmMJv3QgXm0wBGxw,462.0
e_W6Q-qOHcUR5ZKrwvC2qw,30.0
39BNnMLzx0UUwkWKxGeQKA,28.0
NVHlTy9TXFJQpUzZKuEeWw,3.0
6OhgauonbNtqLRpXXn_nJA,15.0
Vc8sXKEdO9yVxbRlwBFHKQ,5.0
xNzD6FRuz3N1uz96d05VEA,0.0
Oyo5CWthu2upxxaf69MfIg,14.0
kDZm3fZcLhotRwC50XE_qg,5.0
pW-fOxuaWBkIhum5NANx2w,2.0
PipYLRCLVC55HIXllbQ-rg,109.0
bjbegGikWzSgeVsOJdE22g,82.0
imyKBHJGFixHJ2bh400b7Q,1.0
8vrzErpjzhDabTWX1ZfOGA,0.0
0IjBFHFm8M-VPyym-Xrkhw,19.0
CvP516pjOdcJJkaMjl8rPw,3.0
LJQCv30PCIpC3FnvHF5mXQ,559.0
0c6PQILCLwRZ8FIB4AEsGw,270.0
XhMfL-6lt-prYyC9Lp02gg,1.0
loXkZgAd70KMjP8ISCnZPQ,23.0
xcKB2QEppVgMARTWGYZGow,50.0
K4z0ODOZNuN2uRnL4IwApw,332.0
KPLFg6jWMXmRv5Dh1TKG6A,2.0
jG0m1-899xwYY3IXpTRRCQ,911.0
522GgMvOvzaKCEX6BfAtvg,11.0
cmVD6r0opmziN2R8uTIJpw,106.0
fmVKBldrSIgFPKigYcu1Uw,105.0
I2lDmQHDxnUKbEBJuJCW6w,58.0
GZlJDJhDlIy-Xj7ckfyJuw,0.0
qEg0K_45TBlzHMOR9GC4Pg,3.0
S82G7PzoKcGOXYSrb-sjRA,12.0
y_pR7Ak2VqRVNttn1b6jcQ,402.0
Mw1Q04VtMm3vG3pBByXRtQ,2.0
maI7TBB32kGuRkfxxA8s6A,1544.0
QKCu3cKjMAOOZI7tEfv0zg,36.0
S5RLqt9XkvZxoTMKXuF-MA,300.0
W-woRd49HjVBf7C3dIcNiw,0.0
JMpATuCfHzeP-DASD7DpXQ,0.0
x4txqZRe2f8-sTzt0myCVg,451.0
Z5eukYH32_nFljOTC2DJ0g,2388.0
5OqrwhtZ3mcmUSwLINZTWQ,477.0
s7QJ52CAWUY9lj2iOM08wQ,64.0
5DQWy769hUv1vl9wbywE3A,0.0
qsdHK1eQtXmAJNdVJxiC3w,161.0
cZf3Cosu-Aw3D3uVtY9quA,15.0
opwxvFwYTppE0JgfM4FBlw,20.0
QmTXU7IM8RRjULQw4Kb4ig,1.0
Md8XLs5FUhSnUodFEVqYWQ,3.0
S-0QfksFDtwJhHUa8pg5ow,1794.0
CcMi0EM4KFqa_4hVe1oN3g,0.0
ZtdCS8XjmL4P6BvMOIQWag,96.0
5qyVOOsTxMdEByXVkH6LQg,1276.0
dJF4C707KVhFx1qcRJhlEA,858.0
RRw9I8pHt5PzgYGT2QeODw,1836.0
EHDcxAlrrP4VPiZuQlrIrg,87.0
rWG8wYqZ5O52k_CquR2erA,739.0
tP4bAKEDz8aigXVisQYzog,0.0
0xtBEP5zCu1153SoqqemLw,221.0
uKnQQDArO9bu4tAbGZ4epw,33.0
dblGQtHAzNy1ACis1m2shw,116.0
co40Xq-xDDC6ogEjFUM1Sw,0.0
mrnUt3IdLRf4j8WeeGGbpw,1979.0
VF4ehFuQor2T801EdmKweQ,0.0
zHs5jZqZJBBt-JizAKktpA,3.0
KvFjvYiagu-9YmcJbLd3Ew,2329.0
h_-KUSA612pFEIGC_dCsKQ,254.0
yVanb8fVmGtQFEYw05lZUQ,333.0
lLj9ULb01sNIYDbYbeUqhA,24.0
0DQ31asd4IeOTI7dkZ3OXQ,0.0
oviLltn52sIFHcClcT-BNA,599.0
sVeSK69iNUUsMU6tpXzl6Q,133.0
vgA3g9yQDQSABsxmQLtDkQ,1352.0
-RmFfWUyUU1RPIGtih7J-w,189.0
VbrGaAmb4CJOL5oLsj2VsA,0.0
8zh9Uts1H32Cqfbar44TLw,52.0
gesHfxT78R3uUd44xdSLig,0.0
1kHr1RTkm_J-dfrq-HPBug,58.0
UcIrRf2mWgqqlg-HNoDl0A,324.0
Ul0xEMKGW3A8T2XFNWeAeA,2.0
IO3iTBH0rX-G7E7wAreRSQ,28.0
oDM09XMN-FG0ii_gdVMrTw,48.0
KwMdV9OLQ8EVs0KaeB5Krg,2.0
zwddv6HjTjDx9fOr3MFtwQ,18.0
z3UY-ohjuIsyVmy69GGVhw,6.0
7fsAew2vBXJ05QlOu9d_lA,65.0
X-5sPnd7SHvOWYNplJf9qw,253.0
WLblFINiPI18_o1OdDsnVg,1002.0
1B7oil1p-lkorF0ig5G54g,773.0
XkeK_iBSs76WEWwbEdbu8w,815.0
P69Y9eN-tjTU425-1k1smw,0.0
9pTewioF128zRmHKAYGYDQ,27.0
WPQEzolKWpB_zOx-iexoBA,1.0
ru35Z92NtGynsmw0iZDarQ,272.0
rquarcYSOS9PIstXZAP_kA,198.0
ezuzSOrWu3KhFKTtVAMWlQ,166.0
Wbi-x-1Nbn6LFCMOSN6F5Q,393.0
f5DD_VW9YipLr7fvIOY9Eg,9.0
FTVDICd-uxoEGYh4pU0pcw,105.0
-ifVnqwrgCE3Nc4svkJDMg,264.0
ZfBKZPd2rdpW19m91YnHXw,6.0
Os7-trg8BZMaesk_iau5xw,167.0
Rhh2B67FhtwGUfWaaOzzVg,1.0
xjlMlnxWqMd3FGODA_z1NA,232.0
jrWegacxD7lD1Cp-Kc5m2w,13.0
R7LyTeiOHLyTNkA8HssBRQ,1208.0
Ch4mZlK2e5Ex1jbWPmr9Qw,3.0
xl5_NW2JBleYameeEIocFQ,0.0
47Ce56CE_NnzdmCozdMQng,1.0
CiYLq33nAyghFkUR15pP-Q,4142.0
k1gDqlaVXilVRE2MxFR3HA,6.0
4kbAiUDdVCtiu_GL5hyC3w,1927.0
LAoK-5hDjqALXQ9F6RrVIw,1.0
SfP326rcU5sjwGx_dQP2RQ,11.0
vIAEWbTJc657yN8I4z7whQ,1811.0
Qgh-6o1N_GG_BFfw0pxBtg,10.0
wnyMhlR5KCWkTCzQ1_gOUQ,184.0
IRH3mIW2q6J2CR5EoCQ5iA,0.0
iiVeHbqOWMuKeUQz7ks71A,155.0
b9lGo4hvKBFravd3iSNN9g,232.0
7w9GpK5BJZY94sbfK__oDw,2.0
dO0KCBji2gSR503kp_e4-g,1969.0
F2pfjAZ_3dMTGCKv6c5wOw,817.0
vykG2Z1P2tMswAL67mFpsA,1110.0
2ivGlp_mVzwFaPjatAERXg,35.0
qmm3eoSgi_tCZx9h-zSOFg,0.0
0Fmvi7EnRqQfk_AG1q4JSw,169.0
pNVRNptxW2u_WhQ0Fs-g9A,95.0
jWHr_b19C1SjRvfI9jbdmQ,89.0
9F7NTHmXRSY89IjeQ4-8Zg,573.0
VFXKmRqMw1UX852ARt4rhA,1119.0
7k6uHs6oPyh5AuaqrhC5yw,0.0
lVfZ2AaYRYHCFenUMQna8g,282.0
CczlJeeaGK1XP090KjPVVw,201.0
nbTwuhnXEyQRzPIAfGNS8w,18.0
zm-nB9xWL0RWZ-zoL7JNuQ,1248.0
tNJgmbODR-N0qdPGy4Vsrw,208.0
02E9r4BQzVrA76Bf7G-KMw,241.0
LdRQcqRPZXCceiMUG_uvoA,225.0
HbpEevlotptlh1omZ4qDHg,0.0
bj983gybZceLrdUBeCahkQ,221.0
lwLd3mQRtzywaf0ndkyOmQ,1.0
PNdjgI6mZYXKCTBKiVQMRg,4.0
K3onlKzkO3LHPGIbvC3xbw,214.0
09KSeRIpzGeAqsJCXZ4d4g,59.0
bfF90MspMbqLWdcEU9JLcg,29.0
Z2zynjhj6umPoHwLVfyOkw,21.0
yBHltbm3DqNaKgBgTMpxsA,1.0
kVEjTbR6rJgfTnq_h7kLPA,495.0
yZE8Vwam62qWB5bO0kvp6w,0.0
4HVGgGI5rKvUJcaIV7ub7Q,2.0
hTSIT3puu8m8-kOZYS4Zdg,516.0
4xnVH2jTVwrsO88q_jHWWw,54.0
PBSnhhjJ9X2uMRgx4QhTcw,0.0
qZZ8VU1Bk-xCruEAZNwm6A,43.0
n5S6BuEvl96RgCTafnYkvg,0.0
dt09TJuvnZR6dRd30CKNaA,0.0
BxpWf0-aNxjpfdZcULR6vg,0.0
qtJEVrDf2jpfqvqqBozBCw,102.0
WmuIohX-7n6Ep9mnB83nCg,0.0
iZfeH70e_YFLrURT8WuCYQ,23.0
Aqhy2ZYpEeJ61aIJH_iCxw,1.0
ZSnAyj829ZcaGGxs-6sArA,0.0
WVHpnaX6zPdIIJqpQh4paA,85.0
COszO5BlwqjRbZ_IUqExZg,2.0
nbFAn60OmDt9reIRk8vilA,1.0
7OuY7NAB1KuC9cYn8He3Pw,65.0
mmtjbwUUjw266ulkEnRX3Q,0.0
CtYWpX_cy1YdZgoKtS0Tqg,0.0
L-Go77QiXmXsYt9dYULPww,136.0
4gO38_nlrPCHqEcs_6-AAg,0.0
Zv2ZxnAZLswC3IXyiHhYeA,1.0
h0eR5-U7hWtkKeYbqJIqPA,0.0
n_UlhRNcv9dm04NbUNBrFQ,76.0
VfaxW4igH57KHsIHR-W7Nw,0.0
GUsYtGG557XKlHaMH87erg,227.0
Jy40ercZIQaNcz2qV3qgow,315.0
oB2_XXYG9c8bgJL9sFP3DQ,69.0
bxPa15MkcQ8A1JtN0_dOIQ,0.0
eajXb034hm_9M6OgN47LKA,114.0
iIjVO7cLD1UEmIO7G05Ujw,556.0
6MhY_9EkUkKCvvN8rzXZzg,181.0
Sv1XtPN-utoenqdIn9ZMyQ,130.0
rbywwnfMjFjJwLQkgpdIEw,578.0
H-3l48X4ANDJeok4OxS2Vw,0.0
w96oa6oQk2kolYfy8Ja2Mw,11.0
6AYMdVnWkFWTk1uEHGUmZg,1.0
Zj3hKT7KlKSCAb4XCz4dgQ,27.0
QdvROupQvDDQIaHrTGNgKA,1021.0
ueBZ4UoRXdq1eXrlPgnf5A,0.0
LV63vo4iBHIo7gjiz-Oqgg,12.0
xFuyA5is_lLo28-fTUQjPA,48.0
Q8y1q58GYSU0Lnp1DFJvtw,2.0
URFhSrJPk7JM2pUtsuWsAg,1264.0
OFacUbdk0t-GJ83GQ83LOw,130.0
YXdR7AR-9rFGvTt5pkO5pg,972.0
_6mvQX9x66oz046eS5ii8w,400.0
_ikylomPLdTgVtE0xWR_1Q,44.0
TZl7YBuzo5awZP8QJDLg_w,30.0
1GoI8TV5ngDEqoTmDK6Iow,566.0
ELxoOY2F-1jSb8mqyN7Zbg,89.0
gojqK2LbOCCQhGACXeTAsA,1021.0
5KheTjYPu1HcQzQFtm4_vw,602.0
_YHMJ_bFgSoZbiZ6MDf2kw,1614.0
pOJMqoyWtOVxtjB_dakVzw,0.0
xFN8mRubo3G0oIzJwc8XBA,95.0
UmJU-v1Hoh8myeQmCwFI2A,0.0
1JpfQCgLnmz6VU00O1XIPw,1891.0
9d7N-I00hu-VkXFry4Da-g,228.0
XLW0mQo0QZLCiqNwzWIEMA,43.0
AfuYockOIOH9WsDJHRvVlA,94.0
INuaxyGB7eE_6xMtYUersg,105.0
2O_ec-By_tho2KeXvcnBuQ,114.0
-weah7G6XZrdmE_0scCyig,26.0
aYlZVqlqf8QRd9EW0iRC4w,20.0
tFcmrGLZNEymSnijoTPmqw,408.0
8Syk4yZRivDlVUdXxIPutQ,562.0
EGzsR_Tyd0QOaZ6g7wPl-w,2.0
RKX755uAGPMerCWueEpevQ,15.0
U21YaTK4PVlfNHQSyBkJUg,320.0
SVMR0kRmdd-bbSNTTECJBA,320.0
aI3CUcnQbjn1jdcl6NfatQ,0.0
rT8DwZu7pvuWKRM1nwVuug,8.0
rgTcICdtCXoNXc71Z7-t5g,221.0
yzfp-WYIfcwRwcuMc6Uelw,0.0
v1vcs-uSAQcjTFsHxS1dug,165.0
Tqk-TtGw0YjT_SrxsCPMxw,61.0
daLsASi-J8zee8cpZSnqjQ,37.0
kcpu_H4BaMY0dqHY8khoGQ,507.0
zsNEni7cr4lRnjd4AcO4kA,34.0
RJKbewB0SzRZpIvQmiF-dQ,7.0
ueZc78i4FHSRnCRUqVyivQ,12.0
feXaud0exONNXlUu1m9DZg,5.0
myw0csRck6XG4w5Z-EFyqg,70.0
9o-DUVGYaoKkqnCP5BT_NA,534.0
5rFXq7AGqJJeNn48PHfEtA,286.0
A2pHOVp0zh7grb1bbZxoBQ,76.0
hKFF8inOc_bK0P7bZBv37g,0.0
E4POatW_bg-T0MzD4DuLeg,25.0
Mca0HEKs8Xfa4VimLD1uGQ,1.0
uJgxCC03SWlwAkttc4exJQ,27.0
-jghjupgk9DVw5M-dCr3mw,10.0
IsGsZ95WHORUYy7vM_JYAw,5.0
2OkYkQRItlqbKw9Mz7flCA,279.0
2G8YLx7J8du260jFNjIjZQ,29.0
jKndHanZV4fygbNHWK5Xnw,39.0
0Wysm_99sHXrftxGZrJc3Q,18.0
uLUl_dMl6a9m774LGReDVA,110.0
rBBAD_fHaYnqWC_APHO2SQ,2.0
nlU0Gp7KCN2hjIzcTdWy0w,4.0
fnaDx7UD4MiodQlgYHDwsQ,312.0
6eUJ3BbrP7tsEKwYhMI4_Q,0.0
kWvBsbALiMDOghpoBh-tAQ,96.0
5_PpFtjeLq1seO84SapJWw,49.0
89uU51kOiQXbJHVA3C6XMQ,1381.0
h7As2jB8bhfFxCMCvdssWA,100.0
UDucqwO8PwUOwcmUsJ-gOA,59.0
v44bpuCu4vM4AmD0_2K1QQ,55.0
hoEZtpjQnBolxSmkrxHpWw,4.0
kzuQsq0KPWLeKFtnLXXyHg,63.0
suNSq8Bs2vsN1nHlOULNog,0.0
M9aTtOeOIG-EOLeHNgkKfQ,5.0
SkdJFYlITwDsk5FYH-s7OA,1.0
RdK6dhy4lOb2taNp-WrHjQ,66.0
bZaVMkkaXFc0xpnOkacWsg,5.0
